Transaction Amount,Account Balance,Transaction_To_Balance_Ratio,Is_High_Value_Transaction,High_Balance_flag,Account_Transaction_Current - Debit,Account_Transaction_Fixed Deposit - Credit,Account_Transaction_Fixed Deposit - Debit,Account_Transaction_Recurring Deposit - Credit,Account_Transaction_Recurring Deposit - Debit,Account_Transaction_Savings - Credit,Account_Transaction_Savings - Debit
0.7695988229681568,0.6024393809381249,0.0638854755305066,1,0,0,0,0,1,0,0,0
0.6372829647090896,0.9815578075108862,0.0325093316567091,0,1,0,0,0,0,1,0,0
0.0661459022374028,0.4461831292922961,0.0076339366176449,0,0,1,0,0,0,0,0,0
0.0214599845253987,0.7505466404068337,0.0015724518050202,0,0,0,0,0,1,0,0,0
0.489839280631492,0.8857289756963044,0.027716915837915,0,1,1,0,0,0,0,0,0
0.1384836494401481,0.6546197847881875,0.0107182077784475,0,0,0,0,0,0,0,0,1
0.6595327151510779,0.6425264108569122,0.0513628036988252,0,0,0,0,0,0,0,1,0
0.9213180671982554,0.5122282442725161,0.0898802029339824,1,0,0,0,0,0,0,0,1
0.8173255399072326,0.0448874929035371,0.8917094332133034,1,0,0,0,0,0,1,0,0
0.5360125240036723,0.3274231354200355,0.0818538937927649,0,0,0,1,0,0,0,0,0
0.7586964452515825,0.8533658010066715,0.0444854131614311,1,1,0,0,0,0,0,0,0
0.0594148516081959,0.9785131621237624,0.00314200341369,0,1,1,0,0,0,0,0,0
0.2228302484355018,0.7027254422335409,0.0159724000678374,0,0,1,0,0,0,0,0,0
0.6023127713567538,0.8719167308310396,0.0345914430538643,0,1,0,0,0,0,1,0,0
0.1851139147132989,0.3679068663722281,0.0253614560668683,0,0,1,0,0,0,0,0,0
0.7917724030933166,0.2943113151910863,0.1342894339373166,1,0,0,0,0,1,0,0,0
0.4931506849315069,0.3979021504159754,0.0620255083536532,0,0,0,1,0,0,0,0,0
0.854462578325135,0.5932261446206559,0.0720094565117394,1,0,0,0,0,0,0,0,0
0.9220817748485614,0.1711106127038449,0.2682205691935591,1,0,1,0,0,0,0,0,0
0.3758483970157272,0.3874015882059041,0.0486171517011263,0,0,0,1,0,0,0,0,0
0.1346109901740291,0.0262432452187112,0.2506595908773734,0,0,0,0,0,0,0,0,0
0.641604627948092,0.9335382588208908,0.0344107173716632,0,1,1,0,0,0,0,0,0
0.2711683323912268,0.364875437677787,0.0373195396700083,0,0,0,0,0,1,0,0,0
0.2559883900401297,0.3907444101900701,0.032919765338393,0,0,0,0,0,0,0,1,0
0.306808022738844,0.1040119671144655,0.1469578977974156,0,0,0,0,0,1,0,0,0
0.3353318019090687,0.2857091506572801,0.0588014618992677,0,0,0,0,0,0,0,1,0
0.6815780084268424,0.088081246614474,0.3833333146044057,0,0,0,0,0,0,1,0,0
0.950244747254862,0.4782454239704747,0.0992681239701725,1,0,1,0,0,0,0,0,0
0.5699303642945627,0.4700752049838946,0.0606641567148508,0,0,0,0,0,0,0,0,0
0.518058378534403,0.6243521567740056,0.0415552949370179,0,0,0,0,0,0,0,0,1
0.5986545916669674,0.3258912005863405,0.0918090282191189,0,0,0,1,0,0,0,0,0
0.0126603084496935,0.1575305610986676,0.0046814503269645,0,0,0,0,0,0,0,1,0
0.8610292614285542,0.5371183805145899,0.0801268897026358,1,0,0,1,0,0,0,0,0
0.8352856988225673,0.7303889812833608,0.0571956811183358,1,0,0,0,0,0,0,0,0
0.0735664946821092,0.99772973265234,0.0037893268944955,0,1,0,0,0,0,0,0,0
0.5893578040498555,0.8132076813014837,0.0362908609756892,0,1,0,0,1,0,0,0,0
0.7480326008956026,0.016629402935908,2.123280933551934,0,0,0,0,1,0,0,0,0
0.6782365368965007,0.2098806792979533,0.161159306761238,0,0,0,0,1,0,0,0,0
0.6043152488965327,0.1948450893478463,0.1546786362597697,0,0,0,0,0,0,0,0,0
0.3089347781639747,0.6090424205771889,0.025475317996081,0,0,0,0,0,1,0,0,0
0.1109621112808239,0.6239921020248574,0.0090439008245291,0,0,0,0,0,0,0,0,0
0.1323739882376995,0.8648306811502928,0.0077635771331447,0,1,1,0,0,0,0,0,0
0.3687825978888795,0.5578030051955619,0.0331607830180531,0,0,1,0,0,0,0,0,0
0.6649087359335474,0.2104557055561174,0.1575730272602278,0,0,0,0,0,0,1,0,0
0.6682902971043253,0.943150699333258,0.0354721910915456,0,1,0,1,0,0,0,0,0
0.2026190562096848,0.5160977314348022,0.0197845235532024,0,0,0,0,0,0,0,0,1
0.2385794636807902,0.0840073012214426,0.1414507283905695,0,0,0,0,0,0,0,1,0
0.9958807894451994,0.5524593561668387,0.0900762780163193,1,0,0,1,0,0,0,0,0
0.5707301526212611,0.9987322988935023,0.0286256404421958,0,1,0,0,1,0,0,0,0
0.2820386383954522,0.9724593161162548,0.0145848392903059,0,1,0,0,0,0,0,0,1
0.9861610561214876,0.5945711433540563,0.0828921804232438,1,0,0,0,0,0,0,0,1
0.3756158771011982,0.7280339068243191,0.0258860705862511,0,0,0,0,0,0,0,1,0
0.5569713880236208,0.3571597928183295,0.0779811510210562,0,0,0,0,0,0,1,0,0
0.1361283830645323,0.7677434599899674,0.0089879859498533,0,1,0,0,0,0,0,1,0
0.4574689004614317,0.5851044869670394,0.0391742759116915,0,0,0,0,1,0,0,0,0
0.931410634178022,0.6172102365287357,0.0754330555886666,1,0,1,0,0,0,0,0,0
0.4956081798902345,0.5392941284842757,0.0460215750773814,0,0,0,1,0,0,0,0,0
0.786819328017447,0.9516820744600428,0.041369155406364,1,1,0,0,0,0,0,1,0
0.3846360461993016,0.0409971794376297,0.4598792306794108,0,0,0,0,1,0,0,0,0
0.3411568266644217,0.99234923708644,0.0172655523332582,0,1,0,1,0,0,0,0,0
0.0981494621974735,0.5220336284727611,0.0095832219868099,0,0,0,0,1,0,0,0,0
0.5377283606143336,0.7406384263324579,0.036364538432035,0,0,0,0,0,0,0,1,0
0.2934501545455639,0.2583330746733124,0.0569418787402176,0,0,0,0,0,1,0,0,0
0.8104020590039328,0.2387858865747439,0.1692637509644965,1,0,0,0,0,0,0,0,1
0.3793221643595079,0.2312222336811392,0.0820585637107451,0,0,0,0,1,0,0,0,0
0.5282551785793034,0.9035206465766262,0.0292931778493298,0,1,1,0,0,0,0,0,0
0.9585092266307464,0.3805824756667671,0.125755462770718,1,0,0,0,0,0,1,0,0
0.9886165465981936,0.2599417063751518,0.1896541986545796,1,0,0,0,0,0,0,0,1
0.7888999803560762,0.3614429023857131,0.1090219121101265,1,0,0,0,0,0,1,0,0
0.8090811053515661,0.3409350009061445,0.118508195487687,1,0,0,0,1,0,0,0,0
0.3576456957757546,0.4361526608106038,0.0411158014267303,0,0,1,0,0,0,0,0,0
0.0387646778196046,0.2569879758134524,0.0079307348622703,0,0,0,1,0,0,0,0,0
0.3217313913911506,0.0753073131364913,0.2119910377785444,0,0,0,1,0,0,0,0,0
0.1649448166099398,0.5881861791442592,0.0141700010637896,0,0,0,0,0,1,0,0,0
0.5897105928856924,0.8191337659463903,0.0360501251284765,0,1,0,0,0,0,0,0,0
0.7607189676115795,0.561405955722077,0.0677577700324612,1,0,0,0,0,0,0,0,0
0.3927421714954638,0.7037898866268097,0.0279902727568861,0,0,0,0,0,0,0,0,0
0.744809393804547,0.0158282911316993,2.2146827755063234,0,0,0,1,0,0,0,0,0
0.3627050083987797,0.4369989296481456,0.0416133234613257,0,0,0,0,0,1,0,0,0
0.1655421522524364,0.198427513950119,0.0420104741164221,0,0,0,0,0,0,1,0,0
0.6399208630497794,0.303962004011066,0.1051691579365522,0,0,0,0,0,0,0,0,0
0.999146090658713,0.8057212259083222,0.0620006391778807,1,1,0,0,0,0,0,1,0
0.925755990394522,0.3674507903482097,0.125797025914823,1,0,0,0,0,0,1,0,0
0.4167658885267458,0.5109086776598845,0.0408803707853763,0,0,0,0,0,0,0,1,0
0.2557638880536881,0.1571409690439024,0.0814712328454926,0,0,0,1,0,0,0,0,0
0.4991100099823204,0.9025940763183902,0.0277120866773853,0,1,0,0,0,0,0,0,0
0.971560409074691,0.9398266009970594,0.0516986862780467,1,1,0,1,0,0,0,0,0
0.0531728945923084,0.8238796600105934,0.0033530171461586,0,1,1,0,0,0,0,0,0
0.1413861394077156,0.7749386475118074,0.0092431044565348,0,1,0,0,0,0,0,0,1
0.4292457935944773,0.4068910033372149,0.0528331402370175,0,0,0,0,0,0,0,0,0
0.4748718133747058,0.1725698557277842,0.1372792304125031,0,0,0,0,0,0,0,0,0
0.5594008202340433,0.8383495354632902,0.0334210773680749,0,1,0,0,0,0,0,0,0
0.9072746661535191,0.4475764891057405,0.1012700039573234,1,0,0,0,0,0,1,0,0
0.2437530317790579,0.3712373728018487,0.0330030280746469,0,0,0,0,1,0,0,0,0
0.4920081301790805,0.4167891046391593,0.0590850638992948,0,0,0,0,0,0,0,1,0
0.2727679090446238,0.398773050362608,0.034355151403134,0,0,0,0,0,1,0,0,0
0.7471506288060102,0.8287052547367325,0.0451124955124279,0,1,0,0,0,0,1,0,0
0.6107436227404477,0.4455751614288846,0.0685570945357422,0,0,0,0,0,0,0,1,0
0.4559434896428414,0.260734107177365,0.0874286072762339,0,0,0,0,0,0,1,0,0
0.5039989416334925,0.588083749775967,0.0429215349312555,0,0,0,0,0,0,0,1,0
0.4049795342385574,0.016356458206715,1.170484652572502,0,0,0,0,0,1,0,0,0
0.8965386604447546,0.4565830644103502,0.098104875156802,1,0,0,1,0,0,0,0,0
0.5726283970959065,0.1629357879001178,0.1751285657491439,0,0,0,0,0,0,1,0,0
0.1859317433781936,0.5755376039938442,0.0162991100144903,0,0,1,0,0,0,0,0,0
0.7366872326522104,0.6391805850789547,0.0576511724728578,0,0,1,0,0,0,0,0,0
0.1660212234556468,0.3583584066676212,0.0233815337868917,0,0,0,0,0,1,0,0,0
0.1308064832966513,0.8808967726238238,0.0075333635860273,0,1,0,1,0,0,0,0,0
0.2127657442040402,0.4700464686899554,0.02279459104554,0,0,1,0,0,0,0,0,0
0.7444245332563613,0.9305087325291844,0.0400361303953211,0,1,0,0,1,0,0,0,0
0.7406079994868526,0.4145440691593482,0.0892862460768784,0,0,0,0,0,0,0,0,0
0.0187018172634009,0.1439186692792997,0.0072032346890418,0,0,0,0,0,0,0,0,0
0.998480602627475,0.9303730611762656,0.053667171602666,1,1,0,1,0,0,0,0,0
0.324393343516102,0.1889954011917051,0.0858546093386083,0,0,1,0,0,0,0,0,0
0.1730970449926034,0.1298270715914199,0.0669197747203134,0,0,0,0,0,0,0,1,0
0.91326405843466,0.2863976201943054,0.1591013632240255,1,0,0,0,0,0,0,0,0
0.2390725662581532,0.2935562615583482,0.0409124064765856,0,0,0,1,0,0,0,0,0
0.9347781639746472,0.9778899750384736,0.0478115604611681,1,1,0,0,1,0,0,0,0
0.8028391483356786,0.5380304324361669,0.0745991138433099,1,0,0,0,1,0,0,0,0
0.6403538311664883,0.0180473938584432,1.683294037335574,0,0,0,0,0,0,0,0,1
0.2410710348338886,0.5674027296475449,0.0213778458882694,0,0,0,0,1,0,0,0,0
0.8862436407807858,0.9273672648555126,0.0478020898930765,1,1,0,0,0,0,0,0,0
0.0193111797980283,0.8824805729636531,0.0012161472844786,0,1,0,1,0,0,0,0,0
0.8886249654226851,0.126904480358693,0.3478438610209051,1,0,0,0,0,0,0,0,1
0.8712882004161305,0.3483557733417306,0.1248849999727742,1,0,0,0,1,0,0,0,0
0.3007464691049186,0.4635450574075057,0.0325735136434123,0,0,0,0,1,0,0,0,0
0.6320793293804948,0.2052287038529663,0.1536154948531082,0,0,0,0,0,0,0,1,0
0.28407318764758,0.9582216339236456,0.0149072633715238,0,1,0,1,0,0,0,0,0
0.5856555257555894,0.8397212679614353,0.0349264290808065,0,1,0,0,0,1,0,0,0
0.72397480766995,0.5187204439206717,0.0697912015044958,0,0,0,0,0,0,0,1,0
0.7233674496173443,0.6000325410994085,0.0602991769360859,0,0,0,0,0,0,1,0,0
0.1013706648065073,0.765232688886063,0.0067516145290167,0,1,0,0,0,0,0,0,0
0.4612653894107223,0.5880494064002836,0.0393003636081788,0,0,0,0,0,1,0,0,0
0.4173211300467846,0.450680008851179,0.0463926671198992,0,0,0,0,0,0,1,0,0
0.6568607406160174,0.7385322662522766,0.0445146099799301,0,0,0,0,0,0,1,0,0
0.3389719412606588,0.5202723039198508,0.0326916926878204,0,0,0,1,0,0,0,0,0
0.4022514342068866,0.0756369294418851,0.2635479484798257,0,0,0,0,0,0,0,0,1
0.0208205547604443,0.0513881031743091,0.0219404647501724,0,0,1,0,0,0,0,0,0
0.7024206124895266,0.4073590945363994,0.0861862118086075,0,0,0,0,0,0,0,0,0
0.5399834028888595,0.7492674247574687,0.0360964448714869,0,0,0,0,1,0,0,0,0
0.4701652895875177,0.7416663245679294,0.0317700810989169,0,0,1,0,0,0,0,0,0
0.6033510930440465,0.8264808453076234,0.0365534446544576,0,1,1,0,0,0,0,0,0
0.5423246378903228,0.8869767516373178,0.0306303568686198,0,1,0,0,0,1,0,0,0
0.864533096002662,0.1542500177724466,0.2788325710096012,1,0,0,0,1,0,0,0,0
0.9461275411820832,0.773636002270868,0.0611498869426006,1,1,0,0,0,0,0,0,0
0.3926920594449188,0.7665395394383105,0.0256987467751679,0,1,0,1,0,0,0,0,0
0.1741934966585284,0.588562754759261,0.0149445272157059,0,0,1,0,0,0,0,0,0
0.9781571594084372,0.6585957063771544,0.0742402655321298,1,0,0,0,0,0,0,0,0
0.8036349276983334,0.9990160572803451,0.040250989914427,1,1,0,0,0,0,1,0,0
0.18278871556801,0.9300949098711672,0.0099239939475606,0,1,1,0,0,0,0,0,0
0.863767383870334,0.0013075514374655,18.582893152099107,1,0,0,0,0,0,1,0,0
0.0494625983699552,0.7632918375908773,0.003376329523662,0,1,0,0,1,0,0,0,0
0.6273527607730887,0.3478274060137954,0.0901451750395371,0,0,0,0,0,0,0,1,0
0.4400639830661358,0.3973654725918835,0.0554528284103975,0,0,0,0,0,0,0,0,0
0.4135927934862352,0.598776955294537,0.0346272767276153,0,0,0,1,0,0,0,0,0
0.7378438187787894,0.5705334837900268,0.0646765124157413,0,0,0,0,0,0,0,0,1
0.7851856751696794,0.0625247687829729,0.6189458076694604,1,0,0,0,0,0,0,0,0
0.817191239611772,0.4407627833954284,0.0926464048954615,1,0,0,1,0,0,0,0,0
0.4832305034056149,0.9840088031183384,0.0246163668501112,0,1,0,1,0,0,0,0,0
0.7265184953556152,0.30698882688836,0.1181796047071061,0,0,0,0,0,1,0,0,0
0.0181726340096455,0.4694036568185618,0.0021631454971875,0,0,0,1,0,0,0,0,0
0.9916653637533526,0.3152249290854349,0.1569820643434436,1,0,0,0,1,0,0,0,0
0.6414783455807185,0.7990576097611283,0.040186740215749,0,1,0,0,0,0,0,1,0
0.5551172421534551,0.667485233850353,0.0416431479982883,0,0,1,0,0,0,0,0,0
0.9105339539209674,0.5766419988445407,0.0789253545388144,1,0,0,0,0,0,0,0,1
0.1960323282860476,0.0965393291727451,0.101496156976404,0,0,0,0,1,0,0,0,0
0.5898549155912621,0.5022892913750066,0.0587588014334544,0,0,0,0,0,0,0,0,1
0.6195112271038041,0.5074022490405382,0.0610815543651457,0,0,0,0,0,1,0,0,0
0.9229296707437832,0.2531664492253717,0.1818009608233648,1,0,0,0,1,0,0,0,0
0.4537125011525772,0.7518891359787411,0.0302471652687169,0,1,0,0,1,0,0,0,0
0.8355923845719029,0.790799579869375,0.0528513768688362,1,1,0,1,0,0,0,0,0
0.0266054898753613,0.6824658543740745,0.0021051303882612,0,0,0,0,0,0,0,0,0
0.705555622371623,0.115837302513074,0.3025331184415376,0,0,0,0,0,0,0,0,1
0.9523033502912512,0.1153815268684348,0.4096041708421251,1,0,1,0,0,0,0,0,0
0.4949446963410185,0.6061040093638265,0.0409026260749848,0,0,0,0,0,0,0,0,1
0.3521774688202821,0.48099780022168,0.0367238723314801,0,0,0,1,0,0,0,0,0
0.0217766926848433,0.9993500791499664,0.0011971793205691,0,1,0,0,0,0,0,1,0
0.95829073809037,0.5454696281403413,0.0877924974661029,1,0,0,0,0,0,1,0,0
0.7815074506596751,0.0320174380242246,1.184926309026273,1,0,0,0,0,0,0,0,0
0.4795482699315669,0.4838408910453903,0.0496305101077194,0,0,0,0,0,0,0,0,0
0.1438175761001599,0.0754958512601415,0.0953227845285359,0,0,1,0,0,0,0,0,0
0.3509687661611363,0.591111674044318,0.0297926727811371,0,0,0,0,0,0,0,1,0
0.5942868253414636,0.5653792740230912,0.0526046427679335,0,0,0,0,0,0,0,0,0
0.2731868457871801,0.8959833269419276,0.0153353732112651,0,1,0,0,0,0,0,0,0
0.5191688615744806,0.2292848868120436,0.1130804532937532,0,0,0,0,0,0,1,0,0
0.8856042110158314,0.9723468741019908,0.0455603254559513,1,1,0,0,1,0,0,0,0
0.7303069663768186,0.6764808953708533,0.0540067367634509,0,0,0,0,0,0,1,0,0
0.9088662248788292,0.0124234908689675,3.385151228522273,1,0,0,0,0,0,0,1,0
0.0468647896697014,0.3032248730146175,0.0080553661413384,0,0,0,0,0,0,0,1,0
0.1143316455594709,0.2539507397843476,0.0228295115352942,0,0,0,0,0,0,1,0,0
0.3626168111898205,0.3117292139972785,0.0582671798444331,0,0,0,0,0,0,1,0,0
0.6393215229252609,0.777116898642986,0.0411814101781332,0,1,0,0,0,0,0,0,1
0.6421438336119564,0.2692330413312013,0.119094823162669,0,0,0,0,0,1,0,0,0
0.0423025885880829,0.6485970781096525,0.0034218880241086,0,0,0,0,1,0,0,0,0
0.0274112916481252,0.6923006757534766,0.0021333240522138,0,0,0,0,1,0,0,0,0
0.479105279404749,0.0695223066733284,0.3408126506314812,0,0,0,0,0,0,1,0,0
0.4795943730180684,0.938423228537643,0.0256175147766032,0,1,0,0,0,0,0,1,0
0.8315072502114729,0.3100199552034219,0.133888528887906,1,0,0,0,0,0,0,0,0
0.6054357543467193,0.0172514886301398,1.6611581162390543,0,0,0,1,0,0,0,0,0
0.1509775858820322,0.8338274240365582,0.0091649943894961,0,1,1,0,0,0,0,0,0
0.0109905749255334,0.1012537835285966,0.0064419334121756,0,0,0,0,0,0,0,1,0
0.2795330358682013,0.3425258100981539,0.0409636092693903,0,0,0,0,0,0,0,1,0
0.2830789645647668,0.9492799405649336,0.0149952707823486,0,1,0,0,0,0,0,0,0
0.9615219631095128,0.4587495006192821,0.1047026605602486,1,0,0,1,0,0,0,0,0
0.92936004906972,0.8786555419494823,0.0528974246290569,1,1,0,0,0,0,0,0,1
0.6909329260225865,0.6896422181214874,0.0501299018353554,0,0,0,0,0,0,0,0,1
0.3725329837516687,0.0494397423946444,0.3709547545251427,0,0,0,0,0,0,1,0,0
0.0133498502651929,0.1168456760889003,0.0065896174724126,0,0,1,0,0,0,0,0,0
0.4255916228687345,0.0917127331820088,0.2304327123449779,0,0,0,0,0,1,0,0,0
0.0279144166355971,0.6113680578570735,0.0024563009266616,0,0,0,0,0,0,0,0,0
0.1206237146259035,0.0923246059773494,0.0657257722824635,0,0,0,0,0,1,0,0,0
0.3300339559254493,0.576552886295391,0.0287331089397542,0,0,0,0,0,0,0,0,1
0.224205323102457,0.771414496509091,0.014640970597145,0,1,0,0,0,0,1,0,0
0.8687525306585526,0.1025764540614796,0.4199475575504177,1,0,0,0,0,0,1,0,0
0.6502800261384456,0.4604859938101823,0.070621315954303,0,0,0,0,0,0,0,0,1
0.5077693723164997,0.4344011486507458,0.0585032954570017,0,0,0,0,0,1,0,0,0
0.6639546024911703,0.621060399284296,0.0534902346695587,0,0,0,1,0,0,0,0,0
0.9679343010972534,0.4409044623359303,0.109655377107234,1,0,0,0,0,0,1,0,0
0.5212695587333277,0.3466552255498694,0.0752078915712441,0,0,0,0,0,1,0,0,0
0.227374409178924,0.6248335647923328,0.0183229602505858,0,0,0,0,0,0,0,0,0
0.5241219366503501,0.5076514637987778,0.0516844504213537,0,0,0,0,0,0,1,0,0
0.2741189299273175,0.5529079227063781,0.0249173894692699,0,0,0,1,0,0,0,0,0
0.7632386015129831,0.8801058737185066,0.0433928831976611,1,1,0,0,0,0,1,0,0
0.0928175400194835,0.2003331207314838,0.0235715244730207,0,0,0,0,0,0,0,1,0
0.916040266034854,0.5734932219393093,0.0798366748125352,1,0,0,0,0,0,0,0,1
0.5558468736093906,0.3187837238432139,0.0871631496556042,0,0,0,0,0,0,0,1,0
0.4380995906847712,0.4834147528328278,0.0454002919662165,0,0,0,0,0,0,0,1,0
0.4418499765475604,0.8763292037843797,0.0252816318975149,0,1,0,0,0,1,0,0,0
0.0341764184717027,0.7791561742480754,0.0023289668386826,0,1,0,0,0,0,1,0,0
0.7873645471273768,0.1794103953293009,0.2185866804437447,1,0,0,0,0,0,0,0,1
0.0904442333056714,0.1997166421189963,0.0230533416000235,0,0,0,1,0,0,0,0,0
0.1875233021035034,0.1062929479933155,0.0883105238408025,0,0,0,0,0,0,0,0,0
0.5447219983883964,0.4365548687992935,0.062433664727483,0,0,1,0,0,0,0,0,0
0.8797210562818462,0.7492948594074317,0.0587127355686943,1,0,0,0,0,0,0,0,0
0.0954213621658027,0.1732744456248241,0.0279771592048232,0,0,0,1,0,0,0,0,0
0.4006839292658384,0.634661577572474,0.0316581792212656,0,0,0,1,0,0,0,0,0
0.3646012483914032,0.0188118593783949,0.923865805018428,0,0,0,1,0,0,0,0,0
0.7711202248227036,0.0890457648009435,0.4288890099408353,1,0,0,0,0,0,0,0,1
0.3710175953431874,0.218091950133018,0.0850827151365821,0,0,0,0,0,0,0,0,0
0.291537878696766,0.6910752280129805,0.0212001713488863,0,0,0,0,0,0,1,0,0
0.2857148584234348,0.2315854924769984,0.061828558933055,0,0,0,0,0,0,0,1,0
0.1673401726259917,0.7367018544421604,0.0114795349504465,0,0,0,0,0,0,0,1,0
0.4411484078399301,0.0834498972201891,0.2621730513469111,0,0,0,0,0,0,0,1,0
0.2805713575554941,0.230362948403834,0.0610448529128581,0,0,1,0,0,0,0,0,0
0.4981598855039869,0.2310143711507634,0.1077148892192378,0,0,0,0,1,0,0,0,0
0.0893638174959208,0.4088953348078623,0.0111576320146322,0,0,0,0,0,0,0,1,0
0.182135254428903,0.8910689200460181,0.010321546678064,0,1,1,0,0,0,0,0,0
0.0581139427760472,0.4184971619154993,0.0071813836928309,0,0,0,0,0,0,0,0,0
0.7437009152464912,0.2634175964242838,0.1408976697798365,0,0,0,0,0,0,0,0,0
0.9461556039303884,0.8669736877676505,0.0545758922391756,1,1,0,0,1,0,0,0,0
0.7709257900665889,0.0549508028640172,0.6899750090786634,1,0,0,0,0,0,0,1,0
0.6207038939067756,0.6537101359016437,0.0475230898019493,0,0,0,0,0,0,1,0,0
0.112449436941,0.4260820416185642,0.0134086000935852,0,0,0,0,0,0,1,0,0
0.6905480654744007,0.1052150866544445,0.3257262177300706,0,0,0,0,0,0,0,0,1
0.9014656772543408,0.0766408974534837,0.5812334489382824,1,0,0,0,0,0,1,0,0
0.9263974246414984,0.3104438906338705,0.1489243763556002,1,0,0,0,0,0,1,0,0
0.0334948945842904,0.9916035953409156,0.0017962111223648,0,1,0,0,0,0,0,0,0
0.8099831222613765,0.8463869867642833,0.0478749183687961,1,1,0,1,0,0,0,0,0
0.0614093112198876,0.4285018978970439,0.0073973447688421,0,0,0,0,0,0,1,0,0
0.1978744472640825,0.056811252612049,0.1728114005928142,0,0,1,0,0,0,0,0,0
0.8401906663299137,0.95201058937438,0.0441522520214017,1,1,0,0,0,0,0,0,1
0.688423314531292,0.6688832996074042,0.0514961944969146,0,0,0,0,0,0,0,0,1
0.82515905564843,0.9909099192279848,0.0416638293821812,1,1,0,0,0,0,0,1,0
0.3742929189668098,0.9939041008794108,0.0189022044291064,0,1,0,0,0,0,0,0,1
0.8056434186841778,0.4517574696842111,0.0891227180190966,1,0,1,0,0,0,0,0,0
0.25083486676208,0.7629748372194081,0.0165437903432643,0,1,1,0,0,0,0,0,0
0.3422933679707827,0.5213865111635997,0.0329395536418136,0,0,0,0,1,0,0,0,0
0.909369349866301,0.5634239043912461,0.0806705571733478,1,0,0,0,1,0,0,0,0
0.8374184676937633,0.4352802589670754,0.0961263744711983,1,0,0,0,0,0,0,0,1
0.5586050408713884,0.66009890491691,0.0423719274778841,0,0,0,0,1,0,0,0,0
0.7057099674873016,0.150396751096635,0.2335337842707952,0,0,0,0,0,0,0,1,0
0.7935102890062179,0.6365229284586432,0.0623435639687852,1,0,0,0,0,0,0,0,0
0.3561744059717528,0.6313216592556399,0.0283094014787903,0,0,0,0,0,0,0,1,0
0.2694504912985436,0.5169367911672442,0.0261976351181551,0,0,0,0,0,0,0,1,0
0.5755729811859318,0.7162941795487701,0.0402340480653214,0,0,0,0,0,0,1,0,0
0.9298110575246252,0.663983010542315,0.0700073460849161,1,0,0,0,0,0,0,0,0
0.5484663708051203,0.4189757663929543,0.065492179928981,0,0,0,1,0,0,0,0,0
0.5851423783580085,0.7221634924910162,0.0405684824642519,0,0,0,1,0,0,0,0,0
0.7702883647836564,0.2967148508566319,0.1296009537293305,1,0,0,0,0,0,0,0,0
0.6116235903480182,0.7368772759995875,0.0415521622111211,0,0,0,0,1,0,0,0,0
0.5458064231621907,0.5852669922111626,0.0466897174896554,0,0,0,0,0,0,1,0,0
0.0005271787717335,0.0104156549722299,0.0119083474880487,0,0,0,0,0,1,0,0,0
0.4464061641831135,0.7877480257565305,0.028409374793722,0,1,0,1,0,0,0,0,0
0.6057664938803164,0.6550196898683036,0.0462908835668737,0,0,0,0,0,0,1,0,0
0.3188429327977357,0.7314266919118846,0.0218943714322662,0,0,0,0,0,0,0,0,0
0.8379877405879547,0.6814823121602585,0.0614919594713048,1,0,0,0,0,0,1,0,0
