Transaction Amount,Account Balance,Transaction_To_Balance_Ratio,Branch_Size,Is_High_Value_Transaction,High_Balance_flag,Branch_Houston,Branch_Los Angeles,Branch_New York,Branch_Philadelphia,Branch_Phoenix,Branch_San Antonio,Branch_San Diego,Account_Transaction_Current - Debit,Account_Transaction_Fixed Deposit - Credit,Account_Transaction_Fixed Deposit - Debit,Account_Transaction_Recurring Deposit - Credit,Account_Transaction_Recurring Deposit - Debit,Account_Transaction_Savings - Credit,Account_Transaction_Savings - Debit,Currency_GBP,Currency_INR,Currency_JPY,Currency_USD
0.8313569140598378,0.006957987938766661,5.218886560158634,0.4761904761904763,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0.8159284159380374,0.4218823373921262,0.09663343659232083,0.5333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1952706251177633,0.78999716642119,0.012469850381946848,0.7238095238095248,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.5841441463111517,0.3217399575664064,0.09074416981410102,0.8666666666666671,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.6967098432094163,0.18484045349276138,0.18783644954718065,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17431376557983652,0.5061196290915426,0.017385828568766037,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.48270332463388144,0.02010479235274151,1.1465810041567333,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.8634967787973911,0.6870043865402002,0.06285040826269916,0.7238095238095248,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.35363673173215315,0.17146946593547652,0.10304652299447734,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6051611403097327,0.48177838610164636,0.06283868476414219,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.034176418471702726,0.7791561742480754,0.002328966838682685,0.7238095238095248,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.08405795358421429,0.3395658716959519,0.012650699282299675,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.11407306737865866,0.03593488576071578,0.1571623261913277,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9308634105860705,0.62976659520975,0.07388816109967443,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.9244891577567441,0.43828635566720764,0.10536895925417497,0.5333333333333332,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.9612633849287006,0.23838998655301646,0.20101983289545555,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.17473871576845829,0.7576299866731682,0.011649997624364519,0.5333333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.5296122129080625,0.5769729167939107,0.04596016963495502,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7941918128936302,0.07084007100968523,0.5535848793707634,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.9230258858808295,0.47284119843362166,0.09753101288945319,0.8666666666666671,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.9273615804939845,0.0029148814953285996,11.799727742296634,0.8095238095238102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.33950713796047965,0.41671400979437034,0.04086011582750608,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.6090839116263966,0.9005632113359172,0.03386749902575916,0.7238095238095248,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7555293636571374,0.726860725095796,0.05199959667745862,0.8666666666666671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0.11741253442697873,0.6373325510119281,0.009359646708122466,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.4117627014003311,0.7467143001611034,0.027654102538316995,0.4761904761904763,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.349543579443636,0.1846407012056227,0.09463490635637643,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9383040478509949,0.46191019257321997,0.10148252703550611,0.8095238095238102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.33276606492116373,0.2666104289717914,0.06251879026953983,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.13333613960816385,0.7182604629647245,0.009412404878696585,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.1364210374397152,0.07406554478306102,0.09221798911601273,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.18935339418940753,0.49426525701961577,0.019318748093386993,0.8095238095238102,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.11178996235582762,0.3176216561517196,0.01786928331312842,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9093172333337343,0.5733116926678395,0.07927718740983584,0.5333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.918886630505811,0.6796404859337344,0.06759523742977724,0.8666666666666671,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1616073540436416,0.5267343655036311,0.015504071426403181,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2097810704735789,0.8204107788136417,0.012890533628069942,0.5333333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.010992579407555294,0.6204799661973072,0.0010602446983737472,0.8666666666666671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5518038333714186,0.7483005035359659,0.036930998298578675,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0.6936309588239303,0.1316383592477299,0.26200806092489304,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.9723541839553241,0.7207559147202917,0.06744500526798032,0.5333333333333332,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.449539169583188,0.543015828992017,0.04147686688976457,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.5492882084340586,0.3453430682952569,0.07953355893084586,0.4761904761904763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.2997021339715605,0.8556671075568443,0.017603105076604834,0.6952380952380963,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8794464422448595,0.6653557443050572,0.06608781846405212,0.6952380952380963,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49005977365389014,0.5778162819641207,0.04247998721340434,0.4761904761904763,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.05650434371254124,0.08386291886652843,0.034545312995792436,0.6952380952380963,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.869644525158254,0.8270747954666744,0.05259023920103414,0.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0.379672948713323,0.4024241617162477,0.04728037886030196,0.8666666666666671,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3734269827333919,0.5420970685976388,0.03454688178945426,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1423102056197658,0.07509854946797806,0.09483114231820536,0.6952380952380963,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.5051835905083767,0.22660570300289265,0.11134243049128524,0.4761904761904763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.36310189583909624,0.5700269440303103,0.031954028389732964,0.8666666666666671,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.8469337438512514,0.34168284543378286,0.12376686606079058,0.7238095238095248,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2861919251446234,0.7548371593322366,0.019058495882979355,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0.12480105515933629,0.1145389627099026,0.054896753577580386,0.6952380952380963,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.5313400764108547,0.05711083097952714,0.4584638359146779,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.10360967122485878,0.6545960548172342,0.008061553338927,0.8095238095238102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6014608664974884,0.6447253881652527,0.04669578093746609,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.4659699087158888,0.1806049039937441,0.12875779304581092,0.8095238095238102,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1614169282515705,0.6460875085232649,0.012629786857425083,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.05158935379508581,0.8846132665556599,0.0030337646092790517,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7815274954798931,0.6071331091168145,0.06437218094876201,0.7238095238095248,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.6072277612742092,0.818642445408551,0.037139252851785806,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
0.7763318780793855,0.15160677936233463,0.25479524936005177,0.7238095238095248,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.09093733588303446,0.2746896330064872,0.016873848786468408,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.13983066135879826,0.3922650307338168,0.01803925013079558,0.6952380952380963,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5775754587257107,0.7198970299488253,0.04017172340201834,0.4761904761904763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0.7036714092711303,0.14286754170517363,0.24504620544723255,0.4761904761904763,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0.5410638186986101,0.027047260690251786,0.9668382562785389,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.27913815290990657,0.010812456132094837,1.1876600353706728,0.6952380952380963,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.06872567059946039,0.6935176127448968,0.005100923996548167,0.4761904761904763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0.19212559282555794,0.4287461063322977,0.022586158493185952,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.014380154024398555,0.4539105890740005,0.0018203999417197342,0.8095238095238102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.8061405302255844,0.5517810995287047,0.07304181048793242,0.7238095238095248,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.18141163641903296,0.6001764228220242,0.015255564569356367,0.5333333333333332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.24839942110559213,0.3875826168450753,0.03221211918209177,0.8666666666666671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0.874300936894897,0.49554237001332685,0.08817077788760391,0.8095238095238102,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.03884485710047666,0.9501791762996665,0.002155383485017863,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0.3967110458986293,0.5744848743963626,0.03462363395132244,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5502263060202612,0.04695049847957971,0.5752338233483127,0.8095238095238102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.6865230655746248,0.547567077218527,0.06271119033156754,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5237250492100336,0.28548616903148677,0.09169286846331137,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8096042751592561,0.5936110307318142,0.06819457863724031,0.7238095238095248,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.15241880845570696,0.7726212206016198,0.009983132390094898,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.3820041613046773,0.7132930891716238,0.02686699155648125,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.13235193893545968,0.8645784625982615,0.007764566884139764,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.10387225836971467,0.7049317287734408,0.007505329685985723,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.3641342040803236,0.27758318756589573,0.06568054439958095,0.8095238095238102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.7575879666935268,0.5277698733500411,0.07177204442456689,0.8095238095238102,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.6732253318419987,0.03495134354689974,0.9379172801946218,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.8480221775890893,0.2508158804570172,0.16864005757043235,0.4761904761904763,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.12987239467449216,0.42478089827452076,0.015493483684108173,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.17382467196651713,0.0170828756719737,0.4856976139644473,0.8666666666666671,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.23455245929899252,0.6092725111816224,0.01937766305033502,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.9318716650430362,0.14611734620826103,0.3171049399224371,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.44069940386704676,0.9527107737071921,0.02319663790945847,0.4761904761904763,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.8708852995297485,0.10950420380941128,0.3945888383183192,0.6952380952380963,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8637733973163996,0.8551372383320134,0.05052393582278818,0.6952380952380963,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7388179970413846,0.19779721788619029,0.18617464292782815,0.4761904761904763,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0.2316539782954687,0.5009691240036166,0.023269944488469557,0.8095238095238102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.15261123872979984,0.660305666056229,0.011693141431535893,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.017869957224353656,0.08100911451162819,0.012220951423057723,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3734370051435009,0.1988344278824155,0.0938857888339908,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0.22892988722784144,0.6339964375005632,0.0181809280328772,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8190373675538505,0.9634302123582084,0.042533883051886864,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.3688667861337952,0.15464121185056726,0.11907396400985948,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9498177925842183,0.36678394812648374,0.12929292131858366,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0.7202164038790736,0.18991886752969,0.18899007278003585,0.6952380952380963,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.8353899318877009,0.7970690982711165,0.052423523171350274,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0.42559162286873453,0.09171273318200888,0.2304327123449779,0.8095238095238102,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.9803941613447669,0.9949419116343942,0.04928079121411169,0.8095238095238102,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.15862268031318025,0.3992684760852957,0.02006865722938263,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.9333810400054521,0.600795304469545,0.07765408978939378,0.5333333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.9729575330438862,0.2909595819520054,0.16682776026967436,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0.04912985435433629,0.5156262359359871,0.00496267494635111,0.8095238095238102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.8326117198054851,0.298799383621514,0.1390832381281248,0.8666666666666671,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.874260847254461,0.0167377397653236,2.465394829579093,0.6952380952380963,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.2559001928311705,0.6639498686841481,0.019387930258253576,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.7527090574524637,0.8973781886522677,0.04197317912225804,0.4761904761904763,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.2952241211348576,0.6759777599107673,0.021944932055043394,0.8095238095238102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6386700662681757,0.6457301571885291,0.0494970612299873,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.7265184953556152,0.30698882688836,0.11817960470710617,0.4761904761904763,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.6723714225007116,0.13130603952792377,0.25464088360165893,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4538067118076018,0.9296740783609699,0.02447428712576873,0.5333333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.9951531624712857,0.25152187212449323,0.19727023416966963,0.7238095238095248,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.026368960996788822,0.1513877026684703,0.009363113062147457,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.4380995906847712,0.4834147528328278,0.04540029196621659,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.021941060210630973,0.07715274391556537,0.01542519808080006,0.4761904761904763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0.25455518539454225,0.08902213495645,0.1424353320300772,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.7616009397011718,0.30402218001335685,0.1250737632571176,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.38898176322256567,0.5277881964921697,0.03695098179367043,0.5333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.46126538941072237,0.5880494064002836,0.03930036360817887,0.8095238095238102,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.8311805196419193,0.18395944077369716,0.22504308618319208,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.9771028018649702,0.048184356842692316,0.9941641026893275,0.4761904761904763,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.5823020273331169,0.09604300231191995,0.30079976810541714,0.7238095238095248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5716582277973549,0.5999575463810793,0.04769713106239443,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
